codigo;descripcion;descripcion_en;clasificacion
WS 350.35;Hipnosis;Hypnosis;Pediatría
WS 350.36;Imágenes;Imagery;Pediatría
WS 350.37;Terapia musical;Music therapy;Pediatría
WS 350.39;Psicoterapia centrada en la persona;Person-centered psychotherapy;Pediatría
WS 350.4;Terapia de juego;Play therapy;Pediatría
WS 350.5;Terapia psicoanalítica;Psychoanalytic therapy;Pediatría
WS 350.52;Psicoterapia breve;Psychotherapy, brief;Pediatría
WS 350.53;Psicoterapia, psicodinámica;Psychotherapy, psychodynamic;Pediatría
WS 350.55;Terapia socioambiental;Socioenvironmental therapy;Pediatría
WS 350.56;Transferencia;Transference;Pediatría
WS 350.6;Trastornos mentales infantiles. Síntomas conductuales (generales);Child mental disorders. Behavioral symptoms (General);Pediatría
WS 350.7;Trastornos del neurodesarrollo;Neurodevelopmental disorders;Pediatría
WS 350.8;Temas especiales en psiquiatría infantil, A-Z;Special topics in child psychiatry, A-Z;Pediatría
WS 350.8.A2;Abuso;Abuse;Pediatría
WS 350.8.A4;Agresión. Violencia. Conducta peligrosa. Conducta autolesiva.;Aggression. Violence. Dangerous behavior. Self-injurious behavior;Pediatría
WS 350.8.A8;Trastornos por déficit de atención y conducta disruptiva;Attention deficit and disruptive behavior disorders;Pediatría
[WS 350.8.D2];[Este número no se utiliza];[This number not used];Pediatría
WS 350.8.D3;Mecanismos de defensa;Defense mechanisms;Pediatría
WS 350.8.H9;Hipercinesia;Hyperkinesis;Pediatría
[WS 350.8.I3];[Este número no se utiliza];[This number not used];Pediatría
WS 350.8.I4;Inhibición;Inhibition;Pediatría
WS 350.8.P3;Trastornos de la personalidad;Personality disorders;Pediatría
WS 350.8.P4;Trastornos generalizados del desarrollo;Pervasive development disorders;Pediatría
WS 350.8.R9;comportamiento descontrolado;Runaway behavior;Pediatría
WS 350.8.S6;Trastornos del comportamiento social;Social behavior disorders;Pediatría
[WS 360];[Este número no se utiliza];[This number not used];Pediatría
WS 366;Terapéutica pediátrica (general);Pediatric therapeutics (General);Pediatría
WS 367;Terapia farmacológica;Drug therapy;Pediatría
WS 368;Rehabilitación de niños con discapacidad física;Rehabilitation of physically disabled children;Pediatría
WS 370;Terapia ocupacional;Occupational therapy;Pediatría
WS 405;lesiones de nacimiento;Birth injuries;Pediatría
WS 410;Bebés prematuros. Enfermedades de los bebés prematuros.;Premature infants. Diseases of premature infants;Pediatría
WS 420;bebés recién nacidos;Newborn infants;Pediatría
WS 421;Enfermedades de los recién nacidos;Diseases of newborn infants;Pediatría
WS 430;Niño;Infant;Pediatría
WS 440;Niño;Child;Pediatría
WS 450;Pubertad;Puberty;Pediatría
WS 460;Adolescencia (General);Adolescence (General);Pediatría
WS 462;Psicología adolescente. Conducta adolescente.;Adolescent psychology. Adolescent behavior;Pediatría
WS 462.5;Temas especiales, A-Z;Special topics, A-Z;Pediatría
WS 462.5.A5;Consumo de alcohol y drogas. Trastornos relacionados con sustancias.;Alcohol and drug use. Substance-related disorders;Pediatría
WS 462.5.A8;Actitudes y ajustes ante eventos que cambian la vida (muerte, enfermedad, divorcio, etc.);Attitudes and adjustments to life change events (death, illness, divorce, etc.);Pediatría
WS 462.5.C7;Cognición. Fantasía. Imaginación.;Cognition. Fantasy. Imagination;Pediatría
WS 462.5.C8;Comunicación. Comportamiento verbal;Communication. Verbal behavior;Pediatría
WS 462.5.D2;Toma de decisiones;Decision making;Pediatría
WS 462.5.D3;Privación (económica, parental, etc.);Deprivation (economic, parental, etc.);Pediatría
WS 462.5.D8;Sueños;Dreams;Pediatría
WS 462.5.E5;Emociones;Emotions;Pediatría
WS 462.5.E8;Evaluación del desarrollo psicológico (General);Evaluation of psychological development (General);Pediatría
WS 462.5.E9;Factores ambientales y sociológicos;Environmental and sociological factors;Pediatría
WS 462.5.F2;Relaciones familiares. Hijo único. Relaciones paternofiliales.;Family relations. Only child. Parent-child relations;Pediatría
WS 462.5.I5;Relaciones interpersonales (médico, par, desconocido, etc.);Interpersonal relations (doctor, peer, stranger, etc.);Pediatría
WS 462.5.M2;Memoria;Memory;Pediatría
WS 462.5.M3;Salud mental;Mental health;Pediatría
WS 462.5.M4;Moralidad;Morals;Pediatría
WS 462.5.M5;Motivación;Motivation;Pediatría
WS 462.5.M8;Música;Music;Pediatría
WS 462.5.P3;Desarrollo de la personalidad;Personality development;Pediatría
WS 462.5.P7;Embarazo. Comportamiento reproductivo;Pregnancy. Reproductive behavior;Pediatría
WS 462.5.P8;estrés psicológico;Psychological stress;Pediatría
WS 462.5.S3;Ser;Self;Pediatría
WS 462.5.S4;Comportamiento sexual. Salud sexual;Sexual behavior. Sexual health;Pediatría
WS 462.5.S5;Relaciones entre hermanos;Sibling relations;Pediatría
WS 462.5.S55;Fumar. Consumo de tabaco;Smoking. Tobacco use;Pediatría
WS 462.5.S6;Comportamiento social. Relaciones raciales;Social behavior. Race relations;Pediatría
WS 462.5.T4;Tecnología y medios de comunicación;Technology and communications media;Pediatría
WS 463;Psiquiatría adolescente. Trastornos mentales en la adolescencia. Síntomas conductuales.;Adolescent psychiatry. Adolescent mental disorders. Behavioral symptoms;Pediatría
WS 464;Terapia;Therapy;Pediatría
WS 464.5;Arteterapia;Art therapy;Pediatría
WS 465;Terapia conductual;Behavior therapy;Pediatría
WS 465.2;Biblioterapia;Bibliotherapy;Pediatría
WS 465.5;Hipnosis;Hypnosis;Pediatría
WS 465.6;Imágenes;Imagery;Pediatría
WS 465.7;Terapia musical;Music therapy;Pediatría
WS 466;Psicoterapia (general o no clasificada en otra parte);Psychotherapy (General or not elsewhere classified);Pediatría
WS 466.3;Psicoterapia centrada en la persona;Person-centered psychotherapy;Pediatría
WS 467;Terapia socioambiental;Socioenvironmental therapy;Pediatría
WS 468;Transferencia;Transference;Pediatría
WS 470.A-Z;Temas especiales en psiquiatría adolescente;Special topics in adolescent psychiatry;Pediatría
WS 470.A2;Abuso;Abuse;Pediatría
WS 470.A4;Agresión. Violencia. Conducta peligrosa. Conducta autolesiva.;Aggression. Violence. Dangerous behavior. Self-injurious behavior;Pediatría
WS 470.D3;Mecanismos de defensa;Defense mechanisms;Pediatría
WS 470.I4;Inhibición;Inhibition;Pediatría
WS 470.P3;Trastornos de la personalidad;Personality disorders;Pediatría
WS 470.R9;comportamiento descontrolado;Runaway behavior;Pediatría
WS 470.S6;Trastornos del comportamiento social;Social behavior disorders;Pediatría
WS 470.S8;comportamiento suicida;Suicidal behavior;Pediatría
WT 1;Organizaciones. Sociedades (generales o no clasificadas en otra parte);Organizations. Societies (General or not elsewhere classified);Geriatría
WT 5;Obras recopiladas de varios autores;Collected works by several authors;Geriatría
WT 7;Obras recopiladas de autores individuales;Collected works by individual authors;Geriatría
WT 9;Discursos. Ensayos. Conferencias.;Addresses. Essays. Lectures;Geriatría
WT 11;Historia;History;Geriatría
WT 11.1;Cobertura general;General coverage;Geriatría
WT 13;Diccionarios. Enciclopedias;Dictionaries. Encyclopedias;Geriatría
WT 15;Clasificación. Terminología;Classification. Terminology;Geriatría
WT 16;Tablas. Estadísticas. Encuestas;Tables. Statistics. Surveys;Geriatría
WT 16.1;Cobertura general;General coverage;Geriatría
WT 17;Atlas. Obras pictóricas;Atlases. Pictorial works;Geriatría
WT 18;Educación;Education;Geriatría
WT 18.2;Materiales educativos;Educational materials;Geriatría
WT 19;Escuelas, departamentos y facultades de geriatría;Schools, departments, and faculties of geriatrics;Geriatría
WT 19.1;Cobertura general;General coverage;Geriatría
WT 20;Investigación (General);Research (General);Geriatría
WT 21;La geriatría como profesión. Ética. Revisión por pares.;Geriatrics as a profession. Ethics. Peer review;Geriatría
WT 22;Directorios;Directories;Geriatría
WT 22.1;Cobertura general;General coverage;Geriatría
WT 23;Laboratorios colectivos, academias, institutos, etc.;Collective laboratories, academies, institutes, etc.;Geriatría
WT 24;Laboratorios individuales, academias, institutos, etc.;Individual laboratories, academies, institutes, etc.;Geriatría
WT 25;Manuales de laboratorio. Técnica;Laboratory manuals. Technique;Geriatría
WT 26;Equipos y suministros;Equipment and supplies;Geriatría
WT 26.5;Informática. Procesamiento electrónico de datos. Informática (General);Informatics. Electronic data processing. Computers (General);Geriatría
WT 27;Hospitales colectivos, dispensarios, clínicas, residencias de ancianos, etc.;Collective hospitals, dispensaries, clinics, old age homes, etc.;Geriatría
WT 27.1;Cobertura general;General coverage;Geriatría
WT 28;Hospitales individuales, dispensarios, clínicas, residencias de ancianos, etc.;Individual hospitals, dispensaries, clinics, old age homes, etc.;Geriatría
WT 28.5;Museos colectivos, exposiciones, etc.;Collective museums, exhibitions, etc.;Geriatría
WT 28.6;Museos individuales, exposiciones, etc.;Individual museums, exhibitions, etc.;Geriatría
WT 29;Centros para personas mayores, guarderías y programas;Senior centers, day care centers and programs;Geriatría
WT 29.1;Cobertura general;General coverage;Geriatría
WT 30;Factores socioeconómicos;Socioeconomic factors;Geriatría
WT 30.1;Cobertura general;General coverage;Geriatría
WT 31;Servicios de salud;Health services;Geriatría
WT 31.5;Seguro médico del estado;Medicare;Geriatría
WT 32;Leyes;Laws;Geriatría
WT 32.1;Cobertura general;General coverage;Geriatría
WT 33;Discusión de derecho;Discussion of law;Geriatría
WT 33.1;Cobertura general;General coverage;Geriatría
WT 39;Manuales. Guías de recursos;Handbooks. Resource guides;Geriatría
WT 100;Obras generales;General works;Geriatría
WT 101;Edad avanzada. Estado de salud. Estilo de vida (general o no clasificado en otra parte).;Aged. Health status. Life style (General or not elsewhere classified);Geriatría
WT 104;Envejecimiento;Aging;Geriatría
WT 115;Requerimientos nutricionales. Trastornos nutricionales.;Nutritional requirements. Nutrition disorders;Geriatría
WT 116;Longevidad. Esperanza de vida. Muerte.;Longevity. Life expectancy. Death;Geriatría
WT 120;Obras populares (General);Popular works (General);Geriatría
WT 141;Exploración física. Diagnóstico. Métodos diagnósticos. Monitoreo.;Physical examination. Diagnosis. Diagnostic methods. Monitoring;Geriatría
WT 145;Psicología geriátrica. Salud mental.;Geriatric psychology. Mental health;Geriatría
WT 150;Psiquiatría geriátrica. Trastornos mentales;Geriatric psychiatry. Mental disorders;Geriatría
WT 152;Psicoterapia;Psychotherapy;Geriatría
WT 152.3;Terapia conductual;Behavior therapy;Geriatría
WT 152.6;Terapia psicoanalítica;Psychoanalytic therapy;Geriatría
WT 152.7;Terapia socioambiental;Socioenvironmental therapy;Geriatría
WT 153;Terapias de arte sensorial;Sensory art therapies;Geriatría
WT 155;Demencia. Enfermedad de Alzheimer;Dementia. Alzheimer disease;Geriatría
WT 156;Diagnóstico;Diagnosis;Geriatría
WT 157;Terapia;Therapy;Geriatría
WT 158;Etiología;Etiology;Geriatría
WT 159;Fisiopatología;Physiopathology;Geriatría
WT 160;Prevención y control;Prevention and control;Geriatría
WT 161;Aspectos psicosociales;Psychosocial aspects;Geriatría
WT 166;Terapéutica geriátrica (general o no clasificada en otra parte);Geriatric therapeutics (General or not elsewhere classified);Geriatría
WT 500;Enfermedades crónicas en los ancianos;Chronic disease in the aged;Geriatría
WU 1;Organizaciones. Sociedades (generales o no clasificadas en otra parte);Organizations. Societies (General or not elsewhere classified);Odontología. Cirugía Oral
WU 5;Obras recopiladas de varios autores;Collected works by several authors;Odontología. Cirugía Oral
WU 7;Obras recopiladas de autores individuales;Collected works by individual authors;Odontología. Cirugía Oral
WU 9;Discursos. Ensayos. Conferencias.;Addresses. Essays. Lectures;Odontología. Cirugía Oral
WU 11;Historia;History;Odontología. Cirugía Oral
WU 11.1;Cobertura general;General coverage;Odontología. Cirugía Oral
WU 13;Diccionarios. Enciclopedias;Dictionaries. Encyclopedias;Odontología. Cirugía Oral
WU 15;Clasificación. Terminología;Classification. Terminology;Odontología. Cirugía Oral
WU 16;Tablas. Estadísticas;Tables. Statistics;Odontología. Cirugía Oral
WU 16.1;Cobertura general;General coverage;Odontología. Cirugía Oral
WU 17;Atlas. Obras pictóricas;Atlases. Pictorial works;Odontología. Cirugía Oral
WU 18;Educación;Education;Odontología. Cirugía Oral
WU 18.2;Materiales educativos;Educational materials;Odontología. Cirugía Oral
[WU 18.5];[Este número no se utiliza];[This number not used];Odontología. Cirugía Oral
WU 19;Escuelas, departamentos y facultades de odontología;Schools, departments, and faculties of dentistry;Odontología. Cirugía Oral
WU 19.1;Cobertura general;General coverage;Odontología. Cirugía Oral
WU 20;Educación dental de posgrado y continua (incluyendo becas, pasantías, residencias, etc.);Graduate and continuing dental education (including fellowships, internships, residencies, etc.);Odontología. Cirugía Oral
WU 20.5;Investigación dental (general);Dental research (General);Odontología. Cirugía Oral
WU 21;Odontología como profesión. Revisión por pares;Dentistry as a profession. Peer review;Odontología. Cirugía Oral
WU 22;Directorios;Directories;Odontología. Cirugía Oral
WU 22.1;Cobertura general;General coverage;Odontología. Cirugía Oral
WU 23;Laboratorios colectivos, academias, institutos, etc.;Collective laboratories, academies, institutes, etc.;Odontología. Cirugía Oral
WU 24;Laboratorios individuales, academias, institutos, etc.;Individual laboratories, academies, institutes, etc.;Odontología. Cirugía Oral
WU 24.5;bancos de dientes;Tooth banks;Odontología. Cirugía Oral
WU 24.51;Cobertura general;General coverage;Odontología. Cirugía Oral
WU 25;Manuales de laboratorio (General). Técnica;Laboratory manuals (General). Technique;Odontología. Cirugía Oral
WU 26;Equipos y suministros (General);Equipment and supplies (General);Odontología. Cirugía Oral
WU 26.5;Informática. Procesamiento electrónico de datos. Informática (General);Informatics. Electronic data processing. Computers (General);Odontología. Cirugía Oral
WU 27;Instalaciones dentales colectivas, etc.;Collective dental facilities, etc.;Odontología. Cirugía Oral
WU 27.1;Cobertura general;General coverage;Odontología. Cirugía Oral
WU 28;Instalaciones dentales individuales, etc.;Individual dental facilities, etc.;Odontología. Cirugía Oral
WU 28.5;Museos colectivos, exposiciones, etc.;Collective museums, exhibitions, etc.;Odontología. Cirugía Oral
WU 28.6;Museos individuales, exposiciones, etc.;Individual museums, exhibitions, etc.;Odontología. Cirugía Oral
WU 29;Cuidado dental. Servicios de salud dental.;Dental care. Dental health services;Odontología. Cirugía Oral
WU 29.1;Cobertura general (no Tabla-G);General coverage (Not Table-G);Odontología. Cirugía Oral
WU 29.3;Emergencias médicas durante la atención dental;Medical emergencies during dental care;Odontología. Cirugía Oral
WU 29.5;Control de infecciones dentales;Dental infection control;Odontología. Cirugía Oral
WU 30;Encuestas de salud dental;Dental health surveys;Odontología. Cirugía Oral
WU 30.1;Cobertura general;General coverage;Odontología. Cirugía Oral
WU 32;Leyes;Laws;Odontología. Cirugía Oral
WU 32.1;Cobertura general;General coverage;Odontología. Cirugía Oral
